2020
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
['NYCHA Named 2020 Wellbeing Cities Award Laureate For Collaborative Connected Communities Initiative And Guidebook Focused On Urban Design'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200915.page'],"['program', 'housing', 'development', 'work', 'capital', 'public', 'quality', 'use', 'working', 'service', 'better', 'improve', 'neighborhood', 'health', 'plan', 'annual', 'initiative', 'department', 'sustainable', 'contribute', 'release', 'partnership', 'network', 'reducing', 'process', 'infrastructure', 'future', 'helping', 'deliver', 'resilient', 'developments', 'residents', 'completed', 'significantly', 'available', 'urban', 'publicprivate', 'design', 'innovative', 'planning']",[],[],"{'1900', '2023', '2020'}",[],0.5931311881188116
"['NYCHA, NYC Department of Cultural Affairs, and Artbridge Help Launch “bridging the Divide” Artist Fellowship Series at Red Hook Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200912.page'],"['resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'public', 'quality', 'use', 'service', 'better', 'improve', 'funding', 'change', 'neighborhood', 'climate', 'power', 'initiative', 'temporary', 'site', 'winter', 'department', 'construction', 'buildings', 'release', 'largescale', 'partnership', 'recovery', 'install', 'gardens', 'street', 'commissioner', 'process', 'installation', 'future', 'resilient', 'developments', 'residents', 'urban', 'design', 'current']",[],[],"{'1900', '2023', '2020', '2008'}","['chelsea', 'elliott', 'fulton', 'mitchel', 'riis']",1.068688118811881
['NYCHA Presents a Blueprint For Change at New York Housing Conference’s 2020 Summer Series'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200728.page'],"['energy', 'building', 'resident', 'program', 'heating', 'housing', 'water', 'houses', 'development', 'work', 'cost', 'repair', 'efficiency', 'hot', 'air', 'capital', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'improvement', 'funding', 'commitment', 'change', 'neighborhood', 'cleaner', 'health', 'investment', 'plan', 'summer', 'initiative', 'environmental', 'efficient', 'unit', 'department', 'step', 'sustainable', 'dollar', 'resource', 'team', 'management', 'construction', 'complete', 'agreement', 'buildings', 'contribute', 'financing', 'release', 'partnership', 'recovery', 'network', 'process', 'generate', 'energyefficient', 'protection', 'healthier', 'future', 'impact', 'deliver', 'huds', 'hud', 'living', 'developments', 'residents', 'proposal', 'serve', 'prevent', 'invest', 'publicprivate', 'solution', 'build', 'cooling', 'respond', 'greener', 'preserve', 'innovative', 'preserving', 'upgrades', 'current', 'planning']",[],[],"{'1900', '1935', '2023', '1950', '2020', '2019'}",['white'],2.7113242574257406
['NYC Emergency Management And The Health Department Advise New Yorkers To Prepare For Extreme Heat'],['https://www1.nyc.gov/site/em/about/press-releases/20200718_pr_nycem_advises-new-yorkers-to-prepare-for-extreme-heat.page'],"['program', 'water', 'heat', 'reduce', 'hot', 'air', 'use', 'service', 'center', 'neighborhood', 'health', 'summer', 'initiative', 'environmental', 'light', 'emergency', 'department', 'management', 'release', 'install', 'effect', 'street', 'commissioner', 'death', 'living', 'residents', 'serve', 'available', 'prevent', 'mobile', 'conditioner', 'cooling', 'hottest', 'vulnerable', 'outreach', 'operate']",[],[],"{'2023', '2020'}",['brown'],0.7979579207920785
"[""NYCHA Chair Greg Russ Will Testify Before New York City Council Public Housing Committee On The Authority's 2020 Budget""]",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200313.page'],"['building', 'program', 'heating', 'housing', 'work', 'cost', 'capital', 'public', 'quality', 'use', 'working', 'provide', 'service', 'improve', 'funding', 'commitment', 'health', 'initiative', 'environmental', 'unit', 'department', 'control', 'resource', 'agreement', 'buildings', 'conversion', 'release', 'standard', 'expected', 'hud', 'developments', 'residents', 'invest', 'achieve', 'preserve', 'spending']",[],[],"{'1900', '2019', '2023', '2020'}",[],0.606126237623762
"['NYCHA Expands Application Process for the Transfer of Unused ""Air Rights"" to Adjacent Privately-Owned Sites Citywide']",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200310.page'],"['resident', 'program', 'housing', 'development', 'work', 'efficiency', 'air', 'capital', 'public', 'quality', 'use', 'provide', 'service', 'better', 'announced', 'initiative', 'construction', 'release', 'partnership', 'street', 'process', 'generate', 'standard', 'deliver', 'living', 'residents', 'proposal', 'design', 'preserve', 'current']",[],[],"{'2023', '2020'}",[],0.5875618811881185
['NYCHA Raises More Than $2.6 Million For Capital Repairs Through Transferable Development Rights Agreement at Hobbs Court'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200305.page'],"['building', 'program', 'project', 'housing', 'development', 'capital', 'public', 'use', 'apartment', 'working', 'provide', 'service', 'plan', 'control', 'construction', 'plaza', 'agreement', 'buildings', 'release', 'street', 'process', 'generate', 'living', 'developments', 'residents', 'proposal', 'build']",[],[],"{'1900', '2009', '1980', '2023', '2019', '2020'}",['metro north plaza'],0.6878094059405937
"['NYCHA Finalizes Deal to Bring $370 Million in Comprehensive Renovations to More Than 6,300 Brooklyn Residents']",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200213-2.page'],"['building', 'resident', 'program', 'heating', 'project', 'housing', 'houses', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'improvement', 'funding', 'commitment', 'announced', 'plan', 'annual', 'initiative', 'department', 'step', 'sustainable', 'resource', 'team', 'management', 'construction', 'plaza', 'buildings', 'conversion', 'financing', 'release', 'partnership', 'street', 'multifamily', 'process', 'infrastructure', 'agency', 'protection', 'future', 'standard', 'helping', 'association', 'expected', 'impact', 'deliver', 'hud', 'living', 'developments', 'residents', 'serve', 'available', 'vital', 'urban', 'preserve', 'financed', 'innovative', 'preserving', 'upgrades', 'outlined']",[' launched in 2016'],[],"{'1900', '2016', '2023', '2019', '2020', '2003'}",['berry'],1.413985148514851
"['NYCHA Designates Development Partners to Repair and Preserve Over 5,900 Affordable Apartments in Manhattan and Brooklyn']",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200213-1.page'],"['building', 'resident', 'program', 'housing', 'houses', 'development', 'repair', 'capital', 'sustainability', 'public', 'quality', 'use', 'working', 'provide', 'service', 'improve', 'commitment', 'announced', 'health', 'plan', 'annual', 'initiative', 'team', 'management', 'plaza', 'buildings', 'financing', 'release', 'gardens', 'multifamily', 'infrastructure', 'agency', 'convert', 'helping', 'impact', 'deliver', 'developments', 'residents', 'available', 'vital', 'improved', 'benefitting', 'outreach', 'preserve', 'financed', 'preserving', 'upgrades']",[],[],"{'1900', '2023', '2019', '2020', '2003'}","['audubon', 'bethune gardens', 'harlem river', 'marshall plaza']",1.2187499999999998
['New Version of MyNYCHA Mobile App Released With New Features Designed to Increase Ease of Use and Transparency'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200212.page'],"['building', 'program', 'system', 'housing', 'work', 'repair', 'percent', 'public', 'quality', 'use', 'apartment', 'service', 'improve', 'department', 'release', 'window', 'developments', 'residents', 'mobile', 'upgrades']",[],[],"{'1900', '2015', '2023', '2020'}",[],0.40037128712871284
['NYCHA to Begin Testing 174 Community Centers for Lead-Based Paint Deficiencies As Part of HUD Agreement and Regulations'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200130.page'],"['building', 'development', 'use', 'working', 'service', 'center', 'health', 'department', 'agreement', 'release', 'measure', 'process', 'hud']",[],[],"{'2019', '2023', '2020'}",[],0.12438118811881192
['NYCHA Announces RFP for First Comprehensive Deep Energy Retrofit Project'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200122.page'],"['energy', 'building', 'resident', 'program', 'project', 'system', 'housing', 'houses', 'development', 'work', 'efficiency', 'percent', 'air', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'goal', 'provide', 'service', 'improve', 'gas', 'funding', 'greenhouse', 'reduction', 'change', 'performance', 'carbon', 'announced', 'climate', 'cleaner', 'retrofit', 'environmental', 'department', 'sustainable', 'team', 'island', 'management', 'resiliency', 'construction', 'installed', 'buildings', 'release', 'partnership', 'multifamily', 'reducing', 'infrastructure', 'expected', 'resilient', 'living', 'developments', 'residents', 'completed', 'proposal', 'significantly', 'available', 'urban', 'solution', 'design', 'achieve', 'safer', 'consumption']",[],[],"{'2022', '1900', '2050', '2023', '2016', '2020'}","['parkside', 'ravenswood', 'south beach', 'woodside']",1.4653465346534642
['NYCHA Activates Situation Room Ahead of Coming Winter Storm Expected on Saturday'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200117.page'],"['program', 'heating', 'system', 'housing', 'water', 'heat', 'work', 'repair', 'percent', 'hot', 'capital', 'public', 'use', 'working', 'service', 'center', 'plan', 'boilers', 'emergency', 'winter', 'management', 'release', 'cold', 'administration', 'expected', 'developments', 'residents', 'serve', 'storm', 'available', 'improved', 'mobile', 'report']",[],[],"{'1900', '2019', '2023', '2020'}",[],0.5411509900990096
['NYCHA Chair Greg Russ Will Testify Before New York City Council Public Housing Committee On Winter Preparedness Efforts'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200115.page'],"['resident', 'program', 'heating', 'housing', 'water', 'heat', 'repair', 'percent', 'hot', 'public', 'use', 'service', 'improvement', 'funding', 'reduction', 'performance', 'center', 'replace', 'plan', 'boilers', 'temporary', 'plant', 'winter', 'department', 'management', 'buildings', 'release', 'process', 'standard', 'expected', 'developments', 'residents', 'prevent', 'improved', 'mobile', 'outlined', 'current']",[],[],"{'1900', '2018', '2017', '2023', '2019', '2020'}",[],0.7772277227722766
"['NYCHA Heat Team Plans Preventative Maintenance Outages in 8 Developments, 43 Buildings During Unseasonably Warm Weather']",['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200110.page'],"['program', 'boiler', 'heating', 'housing', 'water', 'heat', 'houses', 'repair', 'hot', 'public', 'use', 'provide', 'service', 'improve', 'improvement', 'performance', 'announced', 'plan', 'emergency', 'department', 'team', 'agreement', 'buildings', 'release', 'distribution', 'street', 'cold', 'equipment', 'future', 'standard', 'association', 'expected', 'developments', 'residents', 'prevent', 'current']",[],[],"{'1900', '2019', '2023', '2020'}","['berry', 'cypress hills', 'glenwood', 'sotomayor', 'wagner']",0.5092821782178213
['First-Ever Public Housing Fitness Zone at the Carver Houses in East Harlem'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200109.page'],"['program', 'project', 'system', 'housing', 'houses', 'development', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'improve', 'funding', 'commitment', 'center', 'conservation', 'climate', 'health', 'initiative', 'resource', 'island', 'management', 'resiliency', 'buildings', 'green', 'partnership', 'street', 'network', 'issue', 'process', 'infrastructure', 'equipment', 'future', 'expected', 'living', 'developments', 'residents', 'serve', 'matter', 'improved', 'publicprivate', 'design', 'stateoftheart', 'study', 'report', 'natural', 'innovative', 'environment']",[],[],"{'1900', '2023', '1972', '2019', '2020'}",['carver'],0.9124381188118802
['NYCHA Releases RFQs For Community Partners to Join PACT Program'],['https://www1.nyc.gov/site/nycha/about/press/pr-2020/pr-20200103.page'],"['building', 'resident', 'program', 'project', 'system', 'housing', 'development', 'cost', 'public', 'quality', 'use', 'apartment', 'goal', 'service', 'funding', 'commitment', 'change', 'announced', 'health', 'plan', 'initiative', 'department', 'control', 'management', 'construction', 'buildings', 'conversion', 'release', 'largescale', 'street', 'network', 'process', 'deliver', 'hud', 'developments', 'residents', 'completed', 'vital', 'publicprivate', 'respond', 'achieve', 'outreach', 'preserving', 'upgrades']",[],[],"{'1900', '2023', '2000', '2019', '2020'}",[],1.150990099009901
2019
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
['Federal Monitor Approves NYCHA’s Heat Action Plan'],['https://nychamonitor.com/federal-monitor-approves-nychas-heat-action-plan/'],"['resident', 'boiler', 'heating', 'housing', 'water', 'heat', 'development', 'work', 'repair', 'hot', 'provide', 'performance', 'replace', 'plan', 'boilers', 'outage', 'emergency', 'team', 'management', 'agreement', 'partnership', 'future', 'association', 'expected', 'developments', 'residents', 'prevent', 'fix', 'respond', 'preventing']",[],[],{'2019'},[],0.6525371287128706
"['NYCHA Announces Five New PACT Projects To Bring Complete Repairs To Over 5,900 Apartments In Manhattan And Brooklyn']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190910.page'],"['building', 'program', 'housing', 'heat', 'development', 'work', 'repair', 'percent', 'capital', 'public', 'quality', 'use', 'provide', 'service', 'improve', 'gas', 'funding', 'commitment', 'neighborhood', 'announced', 'plan', 'annual', 'management', 'complete', 'buildings', 'conversion', 'financing', 'release', 'gardens', 'multifamily', 'process', 'infrastructure', 'agency', 'protection', 'administration', 'helping', 'expected', 'deliver', 'hud', 'developments', 'residents', 'completed', 'available', 'improved', 'preserve', 'financed', 'precious', 'outlined']",[' launched in 2016'],[],"{'1900', '2016', '2023', '2019', '2003'}",['bushwick'],0.97339108910891
"['City Expanding Successful Jobs-Plus Programs To Thousands More NYCHA Residents, Offering New On-Site Mental Health Services']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190906.page'],"['building', 'program', 'housing', 'development', 'work', 'reduce', 'percent', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'improve', 'commitment', 'neighborhood', 'announced', 'health', 'investment', 'annual', 'initiative', 'site', 'department', 'step', 'management', 'release', 'measure', 'partnership', 'network', 'commissioner', 'process', 'protection', 'administration', 'future', 'helping', 'impact', 'hud', 'developments', 'residents', 'serve', 'available', 'prevent', 'improved', 'urban', 'invest', 'design', 'build', 'achieve', 'outreach', 'innovative']",[],[],"{'1900', '2016', '2013', '2023', '2000', '2019'}","['brown', 'brownsville', 'woodside']",1.2048267326732658
[''],['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190906.page'],"['building', 'program', 'housing', 'development', 'work', 'reduce', 'percent', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'improve', 'commitment', 'neighborhood', 'announced', 'health', 'investment', 'annual', 'initiative', 'site', 'department', 'step', 'management', 'release', 'measure', 'partnership', 'network', 'commissioner', 'process', 'protection', 'administration', 'future', 'helping', 'impact', 'hud', 'developments', 'residents', 'serve', 'available', 'prevent', 'improved', 'urban', 'invest', 'design', 'build', 'achieve', 'outreach', 'innovative']",[],[],"{'1900', '2016', '2013', '2023', '2000', '2019'}","['brown', 'brownsville', 'woodside']",1.2048267326732658
['NYCHA Activates Situation Room to Respond to Emergencies During Dangerous Heat Wave'],['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190720.page'],"['resident', 'program', 'heating', 'system', 'housing', 'water', 'heat', 'work', 'repair', 'hot', 'air', 'capital', 'public', 'use', 'provide', 'service', 'better', 'commitment', 'center', 'announced', 'electrical', 'emergency', 'management', 'release', 'infrastructure', 'expected', 'developments', 'residents', 'improved', 'report', 'cooling', 'respond']",[],[],"{'1900', '2019', '2023', '2018'}",[],0.46967821782178204
['NYCHA Doubles Number of Developments Under Neighborhood Rat Reduction Initiative'],['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190719.page'],"['building', 'program', 'housing', 'development', 'work', 'reduce', 'percent', 'public', 'quality', 'use', 'provide', 'service', 'better', 'improve', 'commitment', 'reduction', 'neighborhood', 'announced', 'health', 'plan', 'summer', 'initiative', 'department', 'release', 'commissioner', 'reducing', 'window', 'developments', 'residents', 'serve', 'report', 'cutting', 'current']",[' launched in 2017'],[],"{'2023', '1900', '2019', '2017'}",[],0.47803217821782146
"['NYCHA Purchases Electric Tilt Trucks to Improve Trash Pickup, Reduce Fleet Carbon Emissions']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190711.page'],"['program', 'housing', 'houses', 'development', 'work', 'reduce', 'percent', 'quality', 'use', 'service', 'better', 'improve', 'reduction', 'carbon', 'neighborhood', 'announced', 'cleaner', 'health', 'plan', 'summer', 'initiative', 'environmental', 'clean', 'step', 'management', 'construction', 'buildings', 'release', 'utility', 'reducing', 'protection', 'future', 'helping', 'hud', 'living', 'developments', 'residents', 'cutting', 'waste', 'environment']",[],[],"{'2023', '2019', '2028'}","['astoria', 'bushwick', 'marcy', 'riis']",0.5083539603960389
['NYCHA Announces Extended Summer Property Management Hours'],['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190702.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'center', 'announced', 'summer', 'annual', 'initiative', 'electrical', 'management', 'construction', 'release', 'association', 'developments', 'residents', 'available']",[],[],"{'2019', '2023'}",['ingersoll'],0.39294554455445535
['Mayor de Blasio Appoints Three New Members to NYCHA Board of Directors'],['https://www1.nyc.gov/office-of-the-mayor/news/319-19/mayor-de-blasio-appoints-three-new-members-nycha-board-directors'],"['resident', 'housing', 'houses', 'development', 'work', 'public', 'quality', 'fund', 'working', 'provide', 'service', 'better', 'change', 'center', 'fuel', 'announced', 'power', 'plan', 'unit', 'department', 'management', 'network', 'administration', 'future', 'living', 'developments', 'residents', 'generation', 'serve', 'urban', 'preserve', 'current', 'planning']",[],[],"{'2013', '2019', '2018', '2014'}","['adams', 'brown', 'patterson', 'thomas apartments', 'wagner', 'washington', 'wilson']",0.8038366336633659
"['More than 2,900 NYCHA Residents Across 16 Manhattan Developments Slated for Comprehensive Repairs and Renovations']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190621.page'],"['building', 'program', 'heating', 'project', 'system', 'housing', 'heat', 'development', 'work', 'cost', 'repair', 'percent', 'capital', 'public', 'quality', 'replacement', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'improvement', 'funding', 'commitment', 'center', 'neighborhood', 'announced', 'investment', 'plan', 'annual', 'initiative', 'step', 'sustainable', 'resource', 'team', 'management', 'construction', 'district', 'buildings', 'conversion', 'financing', 'release', 'utility', 'partnership', 'street', 'multifamily', 'process', 'infrastructure', 'agency', 'protection', 'future', 'standard', 'helping', 'impact', 'deliver', 'hud', 'living', 'developments', 'residents', 'serve', 'vital', 'urban', 'design', 'preserve', 'financed', 'modernize', 'upgrades', 'outlined']",[' launched in 2017'],[],"{'2012', '1900', '1930', '1952', '2017', '2023', '1974', '2019', '2003'}",['washington'],2.2738242574257406
['NYCHA Launches Pilot Program to Protect Seniors from Extreme Heat'],['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190617.page'],"['program', 'housing', 'heat', 'public', 'use', 'service', 'change', 'climate', 'installed', 'buildings', 'release', 'resilient', 'stateoftheart', 'cooling']",[],[],"{'2019', '2023'}",[],0.09684405940594062
"['NYCHA Completes Nearly 12,000 Repairs Through Successful Saturday Blitzes, Continues Effort This Weekend']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190529.page'],"['resident', 'housing', 'work', 'repair', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'announced', 'health', 'plan', 'annual', 'initiative', 'emergency', 'site', 'management', 'release', 'administration', 'developments', 'residents', 'completed', 'available', 'preserve', 'innovative']",[],[],"{'2019', '2023', '2018'}",[],0.3697400990099009
"['Nearly 2,000 Residents and New Yorkers with Low Incomes File Taxes for Free at NYCHA Locations']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190517.page'],"['resident', 'program', 'system', 'housing', 'development', 'cost', 'reduce', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'announced', 'annual', 'emergency', 'site', 'department', 'dollar', 'release', 'partnership', 'street', 'commissioner', 'protection', 'future', 'helping', 'deliver', 'developments', 'residents', 'serve', 'available', 'happy']",[],[],"{'2008', '2014', '2018', '2015', '2023', '2000', '2019'}","['monroe', 'sack wern']",0.5689975247524748
"['NYCHA Announces Comprehensive Renovations for More Than 6,300 Residents Across 9 Brooklyn Developments']",['https://www1.nyc.gov/site/nycha/about/press/pr-2019/pr-20190516.page'],"['building', 'resident', 'program', 'heating', 'project', 'housing', 'development', 'work', 'percent', 'capital', 'public', 'quality', 'use', 'working', 'provide', 'service', 'improve', 'funding', 'commitment', 'announced', 'plan', 'annual', 'sustainable', 'control', 'team', 'management', 'construction', 'complete', 'buildings', 'conversion', 'financing', 'release', 'partnership', 'gardens', 'multifamily', 'infrastructure', 'agency', 'helping', 'association', 'deliver', 'hud', 'living', 'developments', 'residents', 'completed', 'vital', 'improved', 'urban', 'invest', 'preserve', 'financed', 'preserving', 'upgrades', 'outlined']",[' launched in 2015'],[],"{'1967', '1900', '2018', '2015', '2004', '2023', '1949', '2019', '2003'}",[],1.2815594059405935
